year,odometer,grade_of_rust,accident_zone,severity_of_accident,is_flooded,component,ease_of_acces(0-2),time_in_minutes,success,vehicle_type
2015.0,143000,2.0,rear,2.0,0.0,door_rear,1.0,88.1,0.0,combustion
2019.0,76000,2.0,side,2.0,0.0,headlight,1.0,24.7,0.0,combustion
2012.0,169000,2.0,none,2.0,0.0,mirror_side,1.0,24.7,1.0,combustion
2021.0,70000,2.0,front,2.0,0.0,radiator,1.0,80.8,0.0,combustion
2008.0,263000,2.0,rear,2.0,0.0,seat_front,1.0,33.3,0.0,combustion
2015.0,163000,2.0,side,2.0,0.0,starter,1.0,48.3,0.0,combustion
2019.0,97000,2.0,none,2.0,0.0,alternator,1.0,55.3,0.0,combustion
2012.0,180000,2.0,front,2.0,0.0,battery,1.0,12.8,0.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,bumper,1.0,70.1,1.0,combustion
2013.0,171000,2.0,side,2.0,0.0,door_front,1.0,74.0,0.0,combustion
2010.0,230000,2.0,none,2.0,0.0,door_rear,1.0,68.5,0.0,combustion
2022.0,57000,2.0,front,2.0,0.0,headlight,1.0,26.4,0.0,combustion
2009.0,224000,2.0,rear,2.0,0.0,mirror_side,1.0,23.7,0.0,hybrid
2018.0,116000,2.0,side,2.0,0.0,radiator,1.0,70.9,0.0,hybrid
2021.0,55000,2.0,none,2.0,0.0,seat_front,1.0,30.2,1.0,combustion
2017.0,123000,2.0,front,2.0,0.0,starter,1.0,49.3,0.0,combustion
2016.0,142000,2.0,rear,2.0,0.0,alternator,1.0,52.5,1.0,combustion
2016.0,124000,2.0,side,2.0,0.0,battery,1.0,13.0,0.0,combustion
2011.0,221000,2.0,none,2.0,0.0,bumper,1.0,67.4,0.0,combustion
2008.0,241000,2.0,front,2.0,0.0,door_front,1.0,87.6,0.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,door_rear,1.0,82.4,0.0,combustion
2021.0,61000,2.0,side,2.0,0.0,headlight,1.0,25.3,1.0,combustion
2014.0,160000,2.0,none,2.0,0.0,mirror_side,1.0,21.7,1.0,combustion
2022.0,57000,2.0,front,2.0,0.0,radiator,1.0,80.2,0.0,combustion
2011.0,226000,2.0,rear,2.0,0.0,seat_front,1.0,32.8,0.0,combustion
2019.0,76000,2.0,side,2.0,0.0,starter,1.0,47.4,0.0,combustion
2012.0,169000,2.0,none,2.0,0.0,alternator,1.0,57.4,0.0,combustion
2017.0,123000,2.0,front,2.0,0.0,battery,1.0,11.4,0.0,combustion
2022.0,29000,2.0,rear,2.0,0.0,bumper,1.0,70.7,0.0,combustion
2017.0,119000,2.0,side,2.0,0.0,door_front,1.0,98.7,0.0,combustion
2017.0,128000,2.0,none,2.0,0.0,door_rear,1.0,76.3,0.0,combustion
2009.0,234000,2.0,front,2.0,0.0,headlight,1.0,25.3,0.0,hybrid
2016.0,142000,2.0,rear,2.0,0.0,mirror_side,1.0,20.8,0.0,combustion
2008.0,229000,2.0,side,2.0,0.0,radiator,1.0,72.3,0.0,combustion
2012.0,169000,2.0,none,2.0,0.0,seat_front,1.0,31.2,0.0,combustion
2010.0,217000,2.0,front,2.0,0.0,starter,1.0,53.5,0.0,combustion
2015.0,143000,2.0,rear,2.0,0.0,alternator,1.0,52.5,0.0,combustion
2009.0,229000,2.0,side,2.0,0.0,battery,1.0,10.6,0.0,combustion
2013.0,181000,2.0,none,2.0,0.0,bumper,1.0,69.7,0.0,combustion
2021.0,70000,2.0,front,2.0,0.0,door_front,1.0,85.2,0.0,combustion
2009.0,224000,2.0,rear,2.0,0.0,door_rear,1.0,91.3,0.0,hybrid
2013.0,171000,2.0,side,2.0,0.0,headlight,1.0,25.7,0.0,combustion
2009.0,263000,2.0,none,2.0,0.0,mirror_side,1.0,20.6,0.0,combustion
2013.0,184000,2.0,front,2.0,0.0,radiator,1.0,78.2,0.0,combustion
2016.0,142000,2.0,rear,2.0,0.0,seat_front,1.0,32.7,0.0,combustion
2019.0,76000,2.0,side,2.0,0.0,starter,1.0,44.6,0.0,combustion
2016.0,147000,2.0,none,2.0,0.0,alternator,1.0,55.0,0.0,combustion
2017.0,123000,2.0,front,2.0,0.0,battery,1.0,12.6,0.0,combustion
2008.0,263000,2.0,rear,2.0,0.0,bumper,1.0,71.2,0.0,combustion
2015.0,163000,2.0,side,2.0,0.0,door_front,1.0,93.4,0.0,combustion
2019.0,97000,2.0,none,2.0,0.0,door_rear,1.0,72.5,0.0,combustion
2021.0,70000,2.0,front,2.0,0.0,headlight,1.0,26.7,1.0,combustion
2011.0,226000,2.0,rear,2.0,0.0,mirror_side,1.0,23.0,0.0,combustion
2013.0,171000,2.0,side,2.0,0.0,radiator,1.0,76.2,0.0,combustion
2016.0,147000,2.0,none,2.0,0.0,seat_front,1.0,27.8,1.0,combustion
2012.0,180000,2.0,front,2.0,0.0,starter,1.0,52.1,0.0,combustion
2015.0,143000,2.0,rear,2.0,0.0,alternator,1.0,56.0,1.0,combustion
2016.0,124000,2.0,side,2.0,0.0,battery,1.0,13.1,0.0,combustion
2022.0,52000,2.0,none,2.0,0.0,bumper,1.0,62.0,0.0,combustion
2014.0,162000,2.0,front,2.0,0.0,door_front,1.0,86.5,0.0,combustion
2021.0,81000,2.0,rear,2.0,0.0,door_rear,1.0,96.0,0.0,combustion
2014.0,167000,2.0,side,2.0,0.0,headlight,1.0,25.7,0.0,combustion
2020.0,66000,2.0,none,2.0,0.0,mirror_side,1.0,22.0,0.0,combustion
2014.0,162000,2.0,front,2.0,0.0,radiator,1.0,82.6,0.0,combustion
2021.0,81000,2.0,rear,2.0,0.0,seat_front,1.0,33.0,0.0,combustion
2017.0,119000,2.0,side,2.0,0.0,starter,1.0,49.3,0.0,combustion
2018.0,91000,2.0,none,2.0,0.0,alternator,1.0,52.8,0.0,combustion
2022.0,57000,2.0,front,2.0,0.0,battery,1.0,10.9,0.0,combustion
2011.0,226000,2.0,rear,2.0,0.0,bumper,1.0,71.5,0.0,combustion
2012.0,201000,2.0,side,2.0,0.0,door_front,1.0,91.9,0.0,combustion
2009.0,263000,2.0,none,2.0,0.0,door_rear,1.0,76.5,0.0,combustion
2010.0,217000,2.0,front,2.0,0.0,headlight,1.0,26.5,0.0,combustion
2009.0,224000,2.0,rear,2.0,0.0,mirror_side,1.0,22.2,0.0,hybrid
2009.0,229000,2.0,side,2.0,0.0,radiator,1.0,75.4,0.0,combustion
2014.0,160000,2.0,none,2.0,0.0,seat_front,1.0,31.6,1.0,combustion
2014.0,162000,2.0,front,2.0,0.0,starter,1.0,50.5,0.0,combustion
2009.0,224000,2.0,rear,2.0,0.0,alternator,1.0,52.1,0.0,hybrid
2010.0,209000,2.0,side,2.0,0.0,battery,1.0,11.8,1.0,hybrid
2019.0,97000,2.0,none,2.0,0.0,bumper,1.0,63.6,0.0,combustion
2015.0,152000,2.0,front,2.0,0.0,door_front,1.0,89.0,0.0,combustion
2012.0,232000,2.0,rear,2.0,0.0,door_rear,1.0,80.8,0.0,combustion
2013.0,171000,2.0,side,2.0,0.0,headlight,1.0,24.0,0.0,combustion
2011.0,221000,2.0,none,2.0,0.0,mirror_side,1.0,20.2,0.0,combustion
2010.0,217000,2.0,front,2.0,0.0,radiator,1.0,67.6,0.0,combustion
2010.0,203000,2.0,rear,2.0,0.0,seat_front,1.0,33.2,0.0,combustion
2022.0,60000,2.0,side,2.0,0.0,starter,1.0,52.1,0.0,combustion
2020.0,66000,2.0,none,2.0,0.0,alternator,1.0,52.7,1.0,combustion
2020.0,84000,2.0,front,2.0,0.0,battery,1.0,12.2,0.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,bumper,1.0,69.2,1.0,combustion
2018.0,116000,2.0,side,2.0,0.0,door_front,1.0,92.5,0.0,hybrid
2014.0,160000,2.0,none,2.0,0.0,door_rear,1.0,70.6,0.0,combustion
2020.0,84000,2.0,front,2.0,0.0,headlight,1.0,26.0,0.0,combustion
2013.0,169000,2.0,rear,2.0,0.0,mirror_side,1.0,22.3,0.0,combustion
2009.0,229000,2.0,side,2.0,0.0,radiator,1.0,72.4,0.0,combustion
2017.0,128000,2.0,none,2.0,0.0,seat_front,1.0,29.6,0.0,combustion
2015.0,152000,2.0,front,2.0,0.0,starter,1.0,51.8,0.0,combustion
2014.0,152000,2.0,rear,2.0,0.0,alternator,1.0,50.1,0.0,combustion
2013.0,171000,2.0,side,2.0,0.0,battery,1.0,11.7,0.0,combustion
2015.0,132000,2.0,none,2.0,0.0,bumper,1.0,71.8,0.0,hybrid
2021.0,70000,2.0,front,2.0,0.0,door_front,1.0,79.6,0.0,combustion
2022.0,29000,2.0,rear,2.0,0.0,door_rear,1.0,85.9,0.0,combustion
2011.0,215000,2.0,side,2.0,0.0,headlight,1.0,23.4,0.0,hybrid
2010.0,230000,2.0,none,2.0,0.0,mirror_side,1.0,22.2,0.0,combustion
2008.0,241000,2.0,front,2.0,0.0,radiator,1.0,79.6,0.0,combustion
2008.0,263000,2.0,rear,2.0,0.0,seat_front,1.0,32.2,0.0,combustion
2009.0,229000,2.0,side,2.0,0.0,starter,1.0,48.4,0.0,combustion
2013.0,181000,2.0,none,2.0,0.0,alternator,1.0,53.9,0.0,combustion
2015.0,152000,2.0,front,2.0,0.0,battery,1.0,12.1,0.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,bumper,1.0,56.3,0.0,combustion
2012.0,201000,2.0,side,2.0,0.0,door_front,1.0,102.1,0.0,combustion
2022.0,52000,2.0,none,2.0,0.0,door_rear,1.0,71.6,1.0,combustion
2014.0,162000,2.0,front,2.0,0.0,headlight,1.0,27.1,0.0,combustion
2009.0,224000,2.0,rear,2.0,0.0,mirror_side,1.0,19.6,1.0,hybrid
2011.0,215000,2.0,side,2.0,0.0,radiator,1.0,66.1,0.0,hybrid
2009.0,263000,2.0,none,2.0,0.0,seat_front,1.0,30.4,0.0,combustion
2022.0,57000,2.0,front,2.0,0.0,starter,1.0,51.7,0.0,combustion
2015.0,143000,2.0,rear,2.0,0.0,alternator,1.0,54.9,1.0,combustion
2012.0,201000,2.0,side,2.0,0.0,battery,1.0,11.4,0.0,combustion
2008.0,249000,2.0,none,2.0,0.0,bumper,1.0,60.4,1.0,combustion
2013.0,184000,2.0,front,2.0,0.0,door_front,1.0,84.9,0.0,combustion
2017.0,125000,2.0,rear,2.0,0.0,door_rear,1.0,86.2,0.0,combustion
2017.0,119000,2.0,side,2.0,0.0,headlight,1.0,23.6,0.0,combustion
2013.0,181000,2.0,none,2.0,0.0,mirror_side,1.0,20.7,0.0,combustion
2008.0,241000,2.0,front,2.0,0.0,radiator,1.0,82.8,0.0,combustion
2020.0,71000,2.0,rear,2.0,0.0,seat_front,1.0,30.6,0.0,hybrid
2011.0,215000,2.0,side,2.0,0.0,starter,1.0,48.9,0.0,hybrid
2010.0,230000,2.0,none,2.0,0.0,alternator,1.0,60.2,0.0,combustion
2011.0,189000,2.0,front,2.0,0.0,battery,1.0,12.8,0.0,combustion
2014.0,152000,2.0,rear,2.0,0.0,bumper,1.0,69.9,1.0,combustion
2017.0,119000,2.0,side,2.0,0.0,door_front,1.0,86.4,0.0,combustion
2019.0,97000,2.0,none,2.0,0.0,door_rear,1.0,85.9,1.0,combustion
2019.0,80000,2.0,front,2.0,0.0,headlight,1.0,24.7,0.0,combustion
2017.0,125000,2.0,rear,2.0,0.0,mirror_side,1.0,21.3,0.0,combustion
2020.0,62000,2.0,side,2.0,0.0,radiator,1.0,69.7,0.0,combustion
2017.0,128000,2.0,none,2.0,0.0,seat_front,1.0,27.7,1.0,combustion
2009.0,234000,2.0,front,2.0,0.0,starter,1.0,47.7,0.0,hybrid
2022.0,29000,2.0,rear,2.0,0.0,alternator,1.0,57.8,1.0,combustion
2015.0,163000,2.0,side,2.0,0.0,battery,1.0,12.2,0.0,combustion
2013.0,181000,2.0,none,2.0,0.0,bumper,1.0,69.0,0.0,combustion
2009.0,234000,2.0,front,2.0,0.0,door_front,1.0,87.8,0.0,hybrid
2015.0,143000,2.0,rear,2.0,0.0,door_rear,1.0,92.8,0.0,combustion
2022.0,60000,2.0,side,2.0,0.0,headlight,1.0,25.4,1.0,combustion
2011.0,221000,2.0,none,2.0,0.0,mirror_side,1.0,21.2,0.0,combustion
2018.0,94000,2.0,front,2.0,0.0,radiator,1.0,79.1,0.0,combustion
2015.0,143000,2.0,rear,2.0,0.0,seat_front,1.0,33.7,0.0,combustion
2013.0,171000,2.0,side,2.0,0.0,starter,1.0,41.7,0.0,combustion
2020.0,66000,2.0,none,2.0,0.0,alternator,1.0,48.7,1.0,combustion
2015.0,152000,2.0,front,2.0,0.0,battery,1.0,13.2,1.0,combustion
2012.0,232000,2.0,rear,2.0,0.0,bumper,1.0,67.2,0.0,combustion
2013.0,171000,2.0,side,2.0,0.0,door_front,1.0,88.4,0.0,combustion
2008.0,249000,2.0,none,2.0,0.0,door_rear,1.0,76.3,0.0,combustion
2016.0,143000,2.0,front,2.0,0.0,headlight,1.0,26.1,0.0,combustion
2019.0,91000,2.0,rear,2.0,0.0,mirror_side,1.0,20.6,1.0,combustion
2020.0,62000,2.0,side,2.0,0.0,radiator,1.0,67.4,0.0,combustion
2015.0,132000,2.0,none,2.0,0.0,seat_front,1.0,29.7,0.0,hybrid
2015.0,152000,2.0,front,2.0,0.0,starter,1.0,52.1,0.0,combustion
2022.0,29000,2.0,rear,2.0,0.0,alternator,1.0,52.0,0.0,combustion
2018.0,116000,2.0,side,2.0,0.0,battery,1.0,12.8,0.0,hybrid
2022.0,52000,2.0,none,2.0,0.0,bumper,1.0,65.8,0.0,combustion
2010.0,217000,2.0,front,2.0,0.0,door_front,1.0,77.9,0.0,combustion
2013.0,169000,2.0,rear,2.0,0.0,door_rear,1.0,78.2,0.0,combustion
2008.0,229000,2.0,side,2.0,0.0,headlight,1.0,21.7,0.0,combustion
2009.0,263000,2.0,none,2.0,0.0,mirror_side,1.0,21.2,0.0,combustion
2015.0,152000,2.0,front,2.0,0.0,radiator,1.0,75.6,0.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,seat_front,1.0,34.6,0.0,combustion
2020.0,62000,2.0,side,2.0,0.0,starter,1.0,48.8,0.0,combustion
2009.0,263000,2.0,none,2.0,0.0,alternator,1.0,54.2,0.0,combustion
2018.0,94000,2.0,front,2.0,0.0,battery,1.0,13.0,0.0,combustion
2011.0,226000,2.0,rear,2.0,0.0,bumper,1.0,61.0,0.0,combustion
2020.0,62000,2.0,side,2.0,0.0,door_front,1.0,91.2,0.0,combustion
2022.0,52000,2.0,none,2.0,0.0,door_rear,1.0,84.7,0.0,combustion
2018.0,94000,2.0,front,2.0,0.0,headlight,1.0,27.0,0.0,combustion
2022.0,29000,2.0,rear,2.0,0.0,mirror_side,1.0,19.9,1.0,combustion
2014.0,167000,2.0,side,2.0,0.0,radiator,1.0,80.4,0.0,combustion
2008.0,249000,2.0,none,2.0,0.0,seat_front,1.0,29.2,0.0,combustion
2015.0,152000,2.0,front,2.0,0.0,starter,1.0,51.5,0.0,combustion
2015.0,143000,2.0,rear,2.0,0.0,alternator,1.0,54.0,1.0,combustion
2008.0,229000,2.0,side,2.0,0.0,battery,1.0,12.4,1.0,combustion
2020.0,66000,2.0,none,2.0,0.0,bumper,1.0,65.6,0.0,combustion
2014.0,162000,2.0,front,2.0,0.0,door_front,1.0,83.9,0.0,combustion
2009.0,224000,2.0,rear,2.0,0.0,door_rear,1.0,81.5,0.0,hybrid
2022.0,60000,2.0,side,2.0,0.0,headlight,1.0,21.6,0.0,combustion
2015.0,132000,2.0,none,2.0,0.0,mirror_side,1.0,21.4,1.0,hybrid
2020.0,84000,2.0,front,2.0,0.0,radiator,1.0,82.3,0.0,combustion
2021.0,81000,2.0,rear,2.0,0.0,seat_front,1.0,32.3,1.0,combustion
2021.0,61000,2.0,side,2.0,0.0,starter,1.0,43.5,0.0,combustion
2013.0,181000,2.0,none,2.0,0.0,alternator,1.0,53.2,0.0,combustion
2020.0,84000,2.0,front,2.0,0.0,battery,1.0,12.7,0.0,combustion
2008.0,263000,2.0,rear,2.0,0.0,bumper,1.0,69.0,0.0,combustion
2014.0,167000,2.0,side,2.0,0.0,door_front,1.0,93.3,0.0,combustion
2012.0,169000,2.0,none,2.0,0.0,door_rear,1.0,77.5,0.0,combustion
2010.0,217000,2.0,front,2.0,0.0,headlight,1.0,24.6,0.0,combustion
2011.0,226000,2.0,rear,2.0,0.0,mirror_side,1.0,22.6,0.0,combustion
2017.0,119000,2.0,side,2.0,0.0,radiator,1.0,72.8,0.0,combustion
2015.0,132000,2.0,none,2.0,0.0,seat_front,1.0,29.4,0.0,hybrid
2016.0,143000,2.0,front,2.0,0.0,starter,1.0,50.7,0.0,combustion
2020.0,71000,2.0,rear,2.0,0.0,alternator,1.0,53.0,0.0,hybrid
2010.0,209000,2.0,side,2.0,0.0,battery,1.0,11.8,1.0,hybrid
2012.0,169000,2.0,none,2.0,0.0,bumper,1.0,63.8,0.0,combustion
2012.0,180000,2.0,front,2.0,0.0,door_front,1.0,77.3,0.0,combustion
2019.0,91000,2.0,rear,2.0,0.0,door_rear,1.0,98.9,1.0,combustion
2021.0,61000,2.0,side,2.0,0.0,headlight,1.0,21.1,0.0,combustion
2012.0,169000,2.0,none,2.0,0.0,mirror_side,1.0,23.1,0.0,combustion
2018.0,94000,2.0,front,2.0,0.0,radiator,1.0,84.4,0.0,combustion
2020.0,71000,2.0,rear,2.0,0.0,seat_front,1.0,32.7,0.0,hybrid
2008.0,229000,2.0,side,2.0,0.0,starter,1.0,51.3,0.0,combustion
2009.0,263000,2.0,none,2.0,0.0,alternator,1.0,53.4,1.0,combustion
2016.0,143000,2.0,front,2.0,0.0,battery,1.0,11.6,1.0,combustion
2008.0,263000,2.0,rear,2.0,0.0,bumper,1.0,61.1,1.0,combustion
2012.0,201000,2.0,side,2.0,0.0,door_front,1.0,88.7,0.0,combustion
2021.0,55000,2.0,none,2.0,0.0,door_rear,1.0,74.2,0.0,combustion
2016.0,143000,2.0,front,2.0,0.0,headlight,1.0,26.5,0.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,mirror_side,1.0,21.7,0.0,combustion
2014.0,167000,2.0,side,2.0,0.0,radiator,1.0,78.8,0.0,combustion
2013.0,181000,2.0,none,2.0,0.0,seat_front,1.0,31.1,0.0,combustion
2011.0,189000,2.0,front,2.0,0.0,starter,1.0,51.8,0.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,alternator,1.0,48.4,1.0,combustion
2014.0,167000,2.0,side,2.0,0.0,battery,1.0,12.2,0.0,combustion
2014.0,160000,2.0,none,2.0,0.0,bumper,1.0,66.8,0.0,combustion
2008.0,241000,2.0,front,2.0,0.0,door_front,1.0,79.4,1.0,combustion
2021.0,81000,2.0,rear,2.0,0.0,door_rear,1.0,75.3,0.0,combustion
2022.0,60000,2.0,side,2.0,0.0,headlight,1.0,22.4,1.0,combustion
2011.0,221000,2.0,none,2.0,0.0,mirror_side,1.0,23.3,0.0,combustion
2012.0,180000,2.0,front,2.0,0.0,radiator,1.0,77.0,0.0,combustion
2009.0,224000,2.0,rear,2.0,0.0,seat_front,1.0,32.3,0.0,hybrid
2009.0,229000,2.0,side,2.0,0.0,starter,1.0,42.0,0.0,combustion
2010.0,230000,2.0,none,2.0,0.0,alternator,1.0,54.2,0.0,combustion
2014.0,162000,2.0,front,2.0,0.0,battery,1.0,12.8,0.0,combustion
2016.0,142000,2.0,rear,2.0,0.0,bumper,1.0,70.7,0.0,combustion
2013.0,171000,2.0,side,2.0,0.0,door_front,1.0,95.3,0.0,combustion
2014.0,160000,2.0,none,2.0,0.0,door_rear,1.0,79.5,1.0,combustion
2011.0,189000,2.0,front,2.0,0.0,headlight,1.0,26.1,1.0,combustion
2013.0,169000,2.0,rear,2.0,0.0,mirror_side,1.0,19.6,1.0,combustion
2021.0,61000,2.0,side,2.0,0.0,radiator,1.0,72.8,0.0,combustion
2016.0,147000,2.0,none,2.0,0.0,seat_front,1.0,33.2,0.0,combustion
2017.0,123000,2.0,front,2.0,0.0,starter,1.0,53.1,0.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,alternator,1.0,55.2,1.0,combustion
2015.0,163000,2.0,side,2.0,0.0,battery,1.0,11.9,1.0,combustion
2022.0,52000,2.0,none,2.0,0.0,bumper,1.0,69.1,0.0,combustion
2009.0,234000,2.0,front,2.0,0.0,door_front,1.0,84.9,0.0,hybrid
2018.0,98000,2.0,rear,2.0,0.0,door_rear,1.0,86.8,0.0,combustion
2018.0,116000,2.0,side,2.0,0.0,headlight,1.0,24.9,0.0,hybrid
2013.0,181000,2.0,none,2.0,0.0,mirror_side,1.0,20.1,0.0,combustion
2015.0,152000,2.0,front,2.0,0.0,radiator,1.0,81.5,0.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,seat_front,1.0,31.6,0.0,combustion
2015.0,163000,2.0,side,2.0,0.0,starter,1.0,44.0,0.0,combustion
2009.0,263000,2.0,none,2.0,0.0,alternator,1.0,52.9,0.0,combustion
2019.0,80000,2.0,front,2.0,0.0,battery,1.0,12.1,0.0,combustion
2016.0,142000,2.0,rear,2.0,0.0,bumper,1.0,62.1,1.0,combustion
2011.0,215000,2.0,side,2.0,0.0,door_front,1.0,97.7,0.0,hybrid
2018.0,91000,2.0,none,2.0,0.0,door_rear,1.0,78.3,0.0,combustion
2019.0,80000,2.0,front,2.0,0.0,headlight,1.0,25.1,0.0,combustion
2014.0,152000,2.0,rear,2.0,0.0,mirror_side,1.0,20.0,0.0,combustion
2012.0,201000,2.0,side,2.0,0.0,radiator,1.0,70.5,0.0,combustion
2019.0,97000,2.0,none,2.0,0.0,seat_front,1.0,31.8,1.0,combustion
2018.0,94000,2.0,front,2.0,0.0,starter,1.0,51.2,0.0,combustion
2013.0,169000,2.0,rear,2.0,0.0,alternator,1.0,55.5,0.0,combustion
2012.0,201000,2.0,side,2.0,0.0,battery,1.0,11.8,0.0,combustion
2021.0,55000,2.0,none,2.0,0.0,bumper,1.0,58.6,0.0,combustion
2019.0,80000,2.0,front,2.0,0.0,door_front,1.0,80.8,0.0,combustion
2012.0,232000,2.0,rear,2.0,0.0,door_rear,1.0,82.5,0.0,combustion
2021.0,61000,2.0,side,2.0,0.0,headlight,1.0,26.8,0.0,combustion
2009.0,263000,2.0,none,2.0,0.0,mirror_side,1.0,23.9,0.0,combustion
2010.0,217000,2.0,front,2.0,0.0,radiator,1.0,80.4,0.0,combustion
2017.0,125000,2.0,rear,2.0,0.0,seat_front,1.0,30.8,0.0,combustion
2022.0,60000,2.0,side,2.0,0.0,starter,1.0,40.7,0.0,combustion
2016.0,147000,2.0,none,2.0,0.0,alternator,1.0,51.3,0.0,combustion
2012.0,180000,2.0,front,2.0,0.0,battery,1.0,11.8,1.0,combustion
2010.0,203000,2.0,rear,2.0,0.0,bumper,1.0,74.2,0.0,combustion
2013.0,171000,2.0,side,2.0,0.0,door_front,1.0,85.5,0.0,combustion
2008.0,249000,2.0,none,2.0,0.0,door_rear,1.0,75.0,0.0,combustion
2014.0,162000,2.0,front,2.0,0.0,headlight,1.0,25.5,0.0,combustion
2010.0,203000,2.0,rear,2.0,0.0,mirror_side,1.0,21.1,1.0,combustion
2011.0,215000,2.0,side,2.0,0.0,radiator,1.0,79.0,1.0,hybrid
2016.0,147000,2.0,none,2.0,0.0,seat_front,1.0,29.4,0.0,combustion
2014.0,162000,2.0,front,2.0,0.0,starter,1.0,53.3,0.0,combustion
2017.0,125000,2.0,rear,2.0,0.0,alternator,1.0,58.5,0.0,combustion
2021.0,61000,2.0,side,2.0,0.0,battery,1.0,11.9,0.0,combustion
2020.0,66000,2.0,none,2.0,0.0,bumper,1.0,63.4,0.0,combustion
2017.0,123000,2.0,front,2.0,0.0,door_front,1.0,90.9,0.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,door_rear,1.0,83.0,0.0,combustion
2022.0,60000,2.0,side,2.0,0.0,headlight,1.0,22.7,1.0,combustion
2018.0,91000,2.0,none,2.0,0.0,mirror_side,1.0,20.9,0.0,combustion
2008.0,241000,2.0,front,2.0,0.0,radiator,1.0,79.2,0.0,combustion
2012.0,232000,2.0,rear,2.0,0.0,seat_front,1.0,34.9,0.0,combustion
2013.0,171000,2.0,side,2.0,0.0,starter,1.0,47.1,0.0,combustion
2013.0,181000,2.0,none,2.0,0.0,alternator,1.0,54.2,0.0,combustion
2008.0,241000,2.0,front,2.0,0.0,battery,1.0,12.8,0.0,combustion
2022.0,29000,2.0,rear,2.0,0.0,bumper,1.0,63.7,0.0,combustion
2019.0,76000,2.0,side,2.0,0.0,door_front,1.0,97.9,0.0,combustion
2016.0,147000,2.0,none,2.0,0.0,door_rear,1.0,82.3,1.0,combustion
2016.0,143000,2.0,front,2.0,0.0,headlight,1.0,27.2,0.0,combustion
2009.0,224000,2.0,rear,2.0,0.0,mirror_side,1.0,21.8,0.0,hybrid
2016.0,124000,2.0,side,2.0,0.0,radiator,1.0,69.2,0.0,combustion
2016.0,147000,2.0,none,2.0,0.0,seat_front,1.0,30.3,1.0,combustion
2016.0,143000,2.0,front,2.0,0.0,starter,1.0,50.1,0.0,combustion
2015.0,143000,2.0,rear,2.0,0.0,alternator,1.0,54.3,0.0,combustion
2017.0,119000,2.0,side,2.0,0.0,battery,1.0,11.9,1.0,combustion
2014.0,160000,2.0,none,2.0,0.0,bumper,1.0,71.7,0.0,combustion
2011.0,189000,2.0,front,2.0,0.0,door_front,1.0,86.2,0.0,combustion
2010.0,203000,2.0,rear,2.0,0.0,door_rear,1.0,94.6,0.0,combustion
2020.0,62000,2.0,side,2.0,0.0,headlight,1.0,23.0,0.0,combustion
2020.0,66000,2.0,none,2.0,0.0,mirror_side,1.0,21.7,1.0,combustion
2022.0,57000,2.0,front,2.0,0.0,radiator,1.0,76.2,0.0,combustion
2008.0,263000,2.0,rear,2.0,0.0,seat_front,1.0,33.0,0.0,combustion
2014.0,167000,2.0,side,2.0,0.0,starter,1.0,47.1,0.0,combustion
2017.0,128000,2.0,none,2.0,0.0,alternator,1.0,61.8,0.0,combustion
2012.0,180000,2.0,front,2.0,0.0,battery,1.0,11.7,0.0,combustion
2021.0,81000,2.0,rear,2.0,0.0,bumper,1.0,59.2,0.0,combustion
2015.0,163000,2.0,side,2.0,0.0,door_front,1.0,95.4,0.0,combustion
2011.0,221000,2.0,none,2.0,0.0,door_rear,1.0,80.7,0.0,combustion
2020.0,84000,2.0,front,2.0,0.0,headlight,1.0,28.1,0.0,combustion
2021.0,81000,2.0,rear,2.0,0.0,mirror_side,1.0,20.9,0.0,combustion
2015.0,163000,2.0,side,2.0,0.0,radiator,1.0,79.8,0.0,combustion
2009.0,263000,2.0,none,2.0,0.0,seat_front,1.0,33.0,1.0,combustion
2010.0,217000,2.0,front,2.0,0.0,starter,1.0,50.0,0.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,alternator,1.0,53.8,0.0,combustion
2015.0,163000,2.0,side,2.0,0.0,battery,1.0,11.9,0.0,combustion
2010.0,230000,2.0,none,2.0,0.0,bumper,1.0,77.2,0.0,combustion
2009.0,234000,2.0,front,2.0,0.0,door_front,1.0,91.1,0.0,hybrid
2022.0,29000,2.0,rear,2.0,0.0,door_rear,1.0,82.0,0.0,combustion
2022.0,60000,2.0,side,2.0,0.0,headlight,1.0,24.1,1.0,combustion
2017.0,128000,2.0,none,2.0,0.0,mirror_side,1.0,22.4,0.0,combustion
2021.0,70000,2.0,front,2.0,0.0,radiator,1.0,77.5,0.0,combustion
2008.0,263000,2.0,rear,2.0,0.0,seat_front,1.0,29.6,0.0,combustion
2014.0,167000,2.0,side,2.0,0.0,starter,1.0,46.0,0.0,combustion
2011.0,221000,2.0,none,2.0,0.0,alternator,1.0,48.0,0.0,combustion
